1.616000000e+002	5.488000000e+001	1.000000000e+000	1.666800000e+002	1.768400000e+002
1.616000000e+002	5.442000000e+001	1.000000000e+000	1.590600000e+002	1.793800000e+002
1.692200000e+002	5.948000000e+001	1.000000000e+000	1.641400000e+002	1.692200000e+002
1.616000000e+002	5.120000000e+001	1.000000000e+000	1.692200000e+002	1.768400000e+002
1.641400000e+002	4.798000000e+001	1.000000000e+000	1.666800000e+002	1.768400000e+002
1.692200000e+002	6.960000000e+001	0.000000000e+000	1.641400000e+002	1.743000000e+002
1.743000000e+002	5.580000000e+001	0.000000000e+000	1.743000000e+002	1.743000000e+002
1.641400000e+002	5.350000000e+001	0.000000000e+000	1.489000000e+002	1.666800000e+002
1.717600000e+002	7.006000000e+001	0.000000000e+000	1.616000000e+002	1.819200000e+002
1.692200000e+002	6.730000000e+001	0.000000000e+000	1.539800000e+002	1.692200000e+002
1.717600000e+002	6.040000000e+001	0.000000000e+000	1.692200000e+002	1.692200000e+002
1.793800000e+002	6.960000000e+001	0.000000000e+000	1.717600000e+002	1.755700000e+002
1.793800000e+002	6.960000000e+001	0.000000000e+000	1.590600000e+002	1.692200000e+002
1.793800000e+002	7.880000000e+001	0.000000000e+000	1.539800000e+002	1.793800000e+002
1.768400000e+002	6.776000000e+001	0.000000000e+000	1.641400000e+002	1.819200000e+002
1.743000000e+002	7.190000000e+001	0.000000000e+000	1.641400000e+002	1.692200000e+002
1.666800000e+002	5.810000000e+001	1.000000000e+000	1.704900000e+002	1.882700000e+002
1.743000000e+002	9.030000000e+001	0.000000000e+000	1.641400000e+002	1.870000000e+002
1.692200000e+002	7.190000000e+001	0.000000000e+000	1.616000000e+002	1.666800000e+002
1.920800000e+002	9.030000000e+001	0.000000000e+000	1.616000000e+002	1.844600000e+002
1.692200000e+002	6.730000000e+001	0.000000000e+000	1.539800000e+002	1.793800000e+002
1.717600000e+002	5.580000000e+001	0.000000000e+000	1.489000000e+002	1.793800000e+002
1.844600000e+002	7.420000000e+001	0.000000000e+000	1.616000000e+002	1.793800000e+002
1.793800000e+002	6.960000000e+001	0.000000000e+000	1.616000000e+002	1.793800000e+002
1.819200000e+002	7.880000000e+001	0.000000000e+000	1.641400000e+002	1.870000000e+002
1.755700000e+002	6.316000000e+001	0.000000000e+000	1.539800000e+002	1.692200000e+002
1.895400000e+002	9.950000000e+001	0.000000000e+000	1.641400000e+002	1.793800000e+002
1.844600000e+002	9.076000000e+001	0.000000000e+000	1.768400000e+002	1.793800000e+002
1.793800000e+002	6.500000000e+001	0.000000000e+000	1.641400000e+002	1.793800000e+002
1.870000000e+002	8.110000000e+001	0.000000000e+000	1.641400000e+002	1.743000000e+002
1.666800000e+002	7.190000000e+001	0.000000000e+000	1.565200000e+002	1.641400000e+002
1.768400000e+002	8.800000000e+001	0.000000000e+000	1.641400000e+002	1.717600000e+002
1.666800000e+002	5.856000000e+001	0.000000000e+000	1.539800000e+002	1.641400000e+002
1.666800000e+002	4.890000000e+001	1.000000000e+000	1.641400000e+002	1.743000000e+002
1.666800000e+002	6.454000000e+001	0.000000000e+000	1.616000000e+002	1.616000000e+002
1.692200000e+002	6.960000000e+001	0.000000000e+000	1.641400000e+002	1.946200000e+002
1.819200000e+002	7.627000000e+001	0.000000000e+000	1.717600000e+002	2.022400000e+002
1.819200000e+002	7.420000000e+001	0.000000000e+000	1.692200000e+002	1.997000000e+002
1.768400000e+002	7.880000000e+001	0.000000000e+000	1.616000000e+002	1.616000000e+002
1.616000000e+002	6.040000000e+001	1.000000000e+000	1.641400000e+002	1.641400000e+002
1.730300000e+002	6.730000000e+001	0.000000000e+000	1.641400000e+002	1.641400000e+002
1.692200000e+002	5.810000000e+001	1.000000000e+000	1.489000000e+002	1.489000000e+002
1.793800000e+002	8.432000000e+001	0.000000000e+000	1.641400000e+002	1.641400000e+002
1.793800000e+002	6.500000000e+001	0.000000000e+000	1.565200000e+002	1.870000000e+002
